cause_name,age,age_name,incidence,cluster_3,cluster_4,cause_outline,incidence_rate
Alcohol use disorders,1,1-4 years,-1.444417132878841,Adult,Adult (early),B.7.1,0
Alcohol use disorders,5,5-9 years,-1.44438696147478,Adult,Adult (early),B.7.1,0
Alcohol use disorders,10,10-14 years,-1.409945632487733,Adult,Adult (early),B.7.1,4.6927931353203504e-4
Alcohol use disorders,15,15-19 years,-0.9982046745508005,Adult,Adult (early),B.7.1,0.0039294337887176385
Alcohol use disorders,20,20-24 years,-0.1457886420521554,Adult,Adult (early),B.7.1,0.008541845265522098
Alcohol use disorders,25,25-29 years,0.4743817409129031,Adult,Adult (early),B.7.1,0.012139481675397345
Alcohol use disorders,30,30-34 years,0.9892218816682912,Adult,Adult (early),B.7.1,0.013607310326059916
Alcohol use disorders,35,35-39 years,1.275896068943042,Adult,Adult (early),B.7.1,0.012991090599713512
Alcohol use disorders,40,40-44 years,1.419265963545187,Adult,Adult (early),B.7.1,0.011775404730153021
Alcohol use disorders,45,45-49 years,1.418455718617154,Adult,Adult (early),B.7.1,0.010044183718510563
Alcohol use disorders,50,50-54 years,1.172995539270839,Adult,Adult (early),B.7.1,0.008708098156013923
Alcohol use disorders,55,55-59 years,1.185901216504757,Adult,Adult (early),B.7.1,0.008047855109017071
Alcohol use disorders,60,60-64 years,0.881179445173992,Adult,Adult (early),B.7.1,0.007117287813535638
Alcohol use disorders,65,65-69 years,0.4012726081633808,Adult,Adult (early),B.7.1,0.005911991560816196
Alcohol use disorders,70,70-74 years,-0.022678765487057,Adult,Adult (early),B.7.1,0.004773856966835546
Alcohol use disorders,75,75-79 years,-0.2638767790091861,Adult,Adult (early),B.7.1,0.0038105123714337647
Alcohol use disorders,80,80-84 years,-0.5355399348817828,Adult,Adult (early),B.7.1,0.003346034661273207
Alcohol use disorders,85,85-89 years,-0.5967506505737008,Adult,Adult (early),B.7.1,0.003317694986971704
Alcohol use disorders,90,90-94 years,-0.5730974389788381,Adult,Adult (early),B.7.1,0.0037893293068121973
Alcohol use disorders,95,95-99 years,-0.3389712371928879,Adult,Adult (early),B.7.1,0.004649225238281171
Alcoholic cardiomyopathy,0,0-1 years,-1.19046204260625,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,1,1-4 years,-1.19046204260625,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,5,5-9 years,-1.19046204260625,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,10,10-14 years,-1.19046204260625,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,15,15-19 years,-1.142962785315404,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,20,20-24 years,-1.087558558268399,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,25,25-29 years,-0.8553228262113982,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,30,30-34 years,-0.3315289480984019,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,35,35-39 years,0.2677655299863717,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,40,40-44 years,0.7426631448714929,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,45,45-49 years,1.015420671716503,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,50,50-54 years,1.179989332256155,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,55,55-59 years,1.853738661910563,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,60,60-64 years,1.827794167451133,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,65,65-69 years,1.198404832895563,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,70,70-74 years,0.5270004129598675,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,75,75-79 years,0.4725624597871703,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,80,80-84 years,-0.0740473505690163,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,85,85-89 years,-0.3174057068947052,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,90,90-94 years,-0.2373734181836228,Ageing-related,Adult (late),B.2.6.2,0
Alcoholic cardiomyopathy,95,95-99 years,-0.2772914498688716,Ageing-related,Adult (late),B.2.6.2,0
Alopecia areata,0,0-1 years,-1.741276065862015,Adult,Adult (early),B.9.8,0
Alopecia areata,1,1-4 years,-1.127191652394601,Adult,Adult (early),B.9.8,0.0012358607660709036
Alopecia areata,5,5-9 years,-1.073849602712298,Adult,Adult (early),B.9.8,0.0013057490378145574
Alopecia areata,10,10-14 years,-0.8841199473195263,Adult,Adult (early),B.9.8,0.0018589437685927006
Alopecia areata,15,15-19 years,-0.2561834746956539,Adult,Adult (early),B.9.8,0.003142086967793131
Alopecia areata,20,20-24 years,0.6142052164079181,Adult,Adult (early),B.9.8,0.0050546969037217745
Alopecia areata,25,25-29 years,1.553800328182972,Adult,Adult (early),B.9.8,0.006777651284002791
Alopecia areata,30,30-34 years,1.778727513998462,Adult,Adult (early),B.9.8,0.007110278298374358
Alopecia areata,35,35-39 years,1.548987435422955,Adult,Adult (early),B.9.8,0.006561006327669855
Alopecia areata,40,40-44 years,1.072900367506569,Adult,Adult (early),B.9.8,0.005602247512599169
Alopecia areata,45,45-49 years,0.7062397627987721,Adult,Adult (early),B.9.8,0.0049588020027260165
Alopecia areata,50,50-54 years,0.462041675765145,Adult,Adult (early),B.9.8,0.004460287628732282
Alopecia areata,55,55-59 years,0.3776299312146232,Adult,Adult (early),B.9.8,0.004492538002946698
Alopecia areata,60,60-64 years,0.4660496665782417,Adult,Adult (early),B.9.8,0.004607990364991362
Alopecia areata,65,65-69 years,0.3114948292067983,Adult,Adult (early),B.9.8,0.004378018401233935
Alopecia areata,70,70-74 years,0.1565022650917001,Adult,Adult (early),B.9.8,0.004017593014040335
Alopecia areata,75,75-79 years,-0.213576988253559,Adult,Adult (early),B.9.8,0.003245186787540124
Alopecia areata,80,80-84 years,-0.5134379940641196,Adult,Adult (early),B.9.8,0.0026847295664052116
Alopecia areata,85,85-89 years,-0.7595588732180608,Adult,Adult (early),B.9.8,0.002106642130337998
Alopecia areata,90,90-94 years,-1.102523251195952,Adult,Adult (early),B.9.8,0.0013829517472071155
Alopecia areata,95,95-99 years,-1.376861142458375,Adult,Adult (early),B.9.8,7.636420812919544e-4
Alzheimer's disease and other dementias,0,0-1 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,1,1-4 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,5,5-9 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,10,10-14 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,15,15-19 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,20,20-24 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,25,25-29 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,30,30-34 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,35,35-39 years,-0.4711672488058902,Ageing-related,Ageing-related,B.5.1,0
Alzheimer's disease and other dementias,40,40-44 years,-0.4702129986389725,Ageing-related,Ageing-related,B.5.1,5.2280772710257285e-5
Alzheimer's disease and other dementias,45,45-49 years,-0.4655631118987067,Ageing-related,Ageing-related,B.5.1,1.8336250437934887e-4
Alzheimer's disease and other dementias,50,50-54 years,-0.4585816728178599,Ageing-related,Ageing-related,B.5.1,3.507811736150321e-4
Alzheimer's disease and other dementias,55,55-59 years,-0.4451620947008936,Ageing-related,Ageing-related,B.5.1,6.7059559839106e-4
Alzheimer's disease and other dementias,60,60-64 years,-0.4187831964740728,Ageing-related,Ageing-related,B.5.1,0.0012699286588356226
Alzheimer's disease and other dementias,65,65-69 years,-0.3699144658692073,Ageing-related,Ageing-related,B.5.1,0.0024669286868622244
Alzheimer's disease and other dementias,70,70-74 years,-0.2678245517044275,Ageing-related,Ageing-related,B.5.1,0.004897526692289697
Alzheimer's disease and other dementias,75,75-79 years,-0.08151882333894077,Ageing-related,Ageing-related,B.5.1,0.009887326901972672
Alzheimer's disease and other dementias,80,80-84 years,0.4702003750471289,Ageing-related,Ageing-related,B.5.1,0.01703174079499508
Alzheimer's disease and other dementias,85,85-89 years,1.193796062857921,Ageing-related,Ageing-related,B.5.1,0.025843801817907342
Alzheimer's disease and other dementias,90,90-94 years,2.187533769430607,Ageing-related,Ageing-related,B.5.1,0.04026401358025898
Alzheimer's disease and other dementias,95,95-99 years,3.366535947360435,Ageing-related,Ageing-related,B.5.1,0.05741792289207827
Amphetamine use disorders,0,0-1 years,-0.7323671795057546,Adult,Adult (early),B.7.2.3,0
Amphetamine use disorders,1,1-4 years,-0.7323671795057546,Adult,Adult (early),B.7.2.3,0
Amphetamine use disorders,5,5-9 years,-0.7323671795057546,Adult,Adult (early),B.7.2.3,0
Amphetamine use disorders,10,10-14 years,-0.7323671795057546,Adult,Adult (early),B.7.2.3,0
Amphetamine use disorders,15,15-19 years,-0.09422806688527571,Adult,Adult (early),B.7.2.3,3.839003022187554e-4
Amphetamine use disorders,20,20-24 years,2.179586793558837,Adult,Adult (early),B.7.2.3,6.469677847310983e-4
Amphetamine use disorders,25,25-29 years,2.843154305722357,Adult,Adult (early),B.7.2.3,3.6376475822394715e-4
Amphetamine use disorders,30,30-34 years,1.690678924489089,Adult,Adult (early),B.7.2.3,1.736463725643797e-4
Amphetamine use disorders,35,35-39 years,0.759413072655033,Adult,Adult (early),B.7.2.3,1.0988230422529848e-4
Amphetamine use disorders,40,40-44 years,0.2521297079265997,Adult,Adult (early),B.7.2.3,7.061379248222566e-5
Amphetamine use disorders,45,45-49 years,0.00280763175490406,Adult,Adult (early),B.7.2.3,5.498596276250277e-5
Amphetamine use disorders,50,50-54 years,-0.1017504299783499,Adult,Adult (early),B.7.2.3,4.3113817208139496e-5
Amphetamine use disorders,55,55-59 years,-0.2193078559001654,Adult,Adult (early),B.7.2.3,3.664220102081343e-5
Amphetamine use disorders,60,60-64 years,-0.3782141767081283,Adult,Adult (early),B.7.2.3,3.0261046506197714e-5
Amphetamine use disorders,65,65-69 years,-0.471495861024595,Adult,Adult (early),B.7.2.3,2.473945153310778e-5
Amphetamine use disorders,70,70-74 years,-0.6039963526608123,Adult,Adult (early),B.7.2.3,1.9347675117977123e-5
Amphetamine use disorders,75,75-79 years,-0.632533865637222,Adult,Adult (early),B.7.2.3,1.3835951253329027e-5
Amphetamine use disorders,80,80-84 years,-0.6201073088707595,Adult,Adult (early),B.7.2.3,1.5747405623570356e-5
Amphetamine use disorders,85,85-89 years,-0.5943440526139121,Adult,Adult (early),B.7.2.3,2.5792582514895284e-5
Amphetamine use disorders,90,90-94 years,-0.5593863475142592,Adult,Adult (early),B.7.2.3,3.694123248203675e-5
Amphetamine use disorders,95,95-99 years,-0.5229374002903237,Adult,Adult (early),B.7.2.3,4.898786921742292e-5
Anorexia nervosa,0,0-1 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,1,1-4 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,5,5-9 years,-0.5596462215982189,Adult,Adult (early),B.6.5.1,4.946618756359035e-5
Anorexia nervosa,10,10-14 years,0.3711736037397796,Adult,Adult (early),B.6.5.1,3.6350741014384494e-4
Anorexia nervosa,15,15-19 years,2.184490904849864,Adult,Adult (early),B.6.5.1,5.551750801663863e-4
Anorexia nervosa,20,20-24 years,2.333664263983293,Adult,Adult (early),B.6.5.1,3.911920261232819e-4
Anorexia nervosa,25,25-29 years,1.75379406797817,Adult,Adult (early),B.6.5.1,2.1834857194449387e-4
Anorexia nervosa,30,30-34 years,1.016465461095908,Adult,Adult (early),B.6.5.1,1.1300917768009738e-4
Anorexia nervosa,35,35-39 years,0.6452709328002422,Adult,Adult (early),B.6.5.1,8.134069721028373e-5
Anorexia nervosa,40,40-44 years,0.3766788486268913,Adult,Adult (early),B.6.5.1,4.9093361631528046e-5
Anorexia nervosa,45,45-49 years,0.1129313836657236,Adult,Adult (early),B.6.5.1,1.6484253996568807e-5
Anorexia nervosa,50,50-54 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,55,55-59 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,60,60-64 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,65,65-69 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,70,70-74 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,75,75-79 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,80,80-84 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,85,85-89 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,90,90-94 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anorexia nervosa,95,95-99 years,-0.6862352704284711,Adult,Adult (early),B.6.5.1,0
Anxiety disorders,0,0-1 years,-2.521284476313627,Adult,Adult (early),B.6.4,0
Anxiety disorders,1,1-4 years,-2.43928748060878,Adult,Adult (early),B.6.4,0.0012009664481743177
Anxiety disorders,5,5-9 years,-1.572739471378594,Adult,Adult (early),B.6.4,0.00572111586461286
Anxiety disorders,10,10-14 years,-0.131403663366611,Adult,Adult (early),B.6.4,0.007740786634520945
Anxiety disorders,15,15-19 years,0.5495128357527291,Adult,Adult (early),B.6.4,0.007032288661202068
Anxiety disorders,20,20-24 years,0.6934134977697467,Adult,Adult (early),B.6.4,0.006773332934064161
Anxiety disorders,25,25-29 years,0.7087862991395165,Adult,Adult (early),B.6.4,0.0068891035327090155
Anxiety disorders,30,30-34 years,0.7261763671574538,Adult,Adult (early),B.6.4,0.007062728767284712
Anxiety disorders,35,35-39 years,0.8304170577949862,Adult,Adult (early),B.6.4,0.007373019057265414
Anxiety disorders,40,40-44 years,0.835808053875677,Adult,Adult (early),B.6.4,0.007196597087549826
Anxiety disorders,45,45-49 years,0.7656167362195843,Adult,Adult (early),B.6.4,0.006689341512113031
Anxiety disorders,50,50-54 years,0.7098301829661147,Adult,Adult (early),B.6.4,0.00627960937596523
Anxiety disorders,55,55-59 years,0.6585793492076695,Adult,Adult (early),B.6.4,0.005881049253458494
Anxiety disorders,60,60-64 years,0.5535304955026686,Adult,Adult (early),B.6.4,0.005230421335740665
Anxiety disorders,65,65-69 years,0.4300609869518577,Adult,Adult (early),B.6.4,0.0043738339673083946
Anxiety disorders,70,70-74 years,0.3153577577835799,Adult,Adult (early),B.6.4,0.0035125254684086078
Anxiety disorders,75,75-79 years,0.1968490969240323,Adult,Adult (early),B.6.4,0.0026286352670561253
Anxiety disorders,80,80-84 years,0.06782723323447389,Adult,Adult (early),B.6.4,0.0019012862735933744
Anxiety disorders,85,85-89 years,-0.14630715182584,Adult,Adult (early),B.6.4,0.0013386655556098033
Anxiety disorders,90,90-94 years,-0.4352525660062879,Adult,Adult (early),B.6.4,7.825766299354882e-4
Anxiety disorders,95,95-99 years,-0.7954911407803513,Adult,Adult (early),B.6.4,2.560310138141881e-4
Aortic aneurysm,0,0-1 years,-0.788855326847706,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,1,1-4 years,-0.788855326847706,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,5,5-9 years,-0.788855326847706,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,10,10-14 years,-0.788855326847706,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,15,15-19 years,-0.7734938344490712,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,20,20-24 years,-0.76459586731893,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,25,25-29 years,-0.7482782092009141,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,30,30-34 years,-0.7271551535970678,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,35,35-39 years,-0.6863538200273727,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,40,40-44 years,-0.6397575586300412,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,45,45-49 years,-0.5775091065107902,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,50,50-54 years,-0.4874466774801086,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,55,55-59 years,-0.31078986662958,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,60,60-64 years,-0.08333151938505527,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,65,65-69 years,0.2136279930882432,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,70,70-74 years,0.5588469763642704,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,75,75-79 years,0.9524847259745857,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,80,80-84 years,1.348029532721156,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,85,85-89 years,1.745010881377933,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,90,90-94 years,2.029272708001113,Ageing-related,Ageing-related,B.2.9,0
Aortic aneurysm,95,95-99 years,2.106860103092452,Ageing-related,Ageing-related,B.2.9,0
Appendicitis,0,0-1 years,-2.569602399172301,Ageing-related,Ageing-related,B.4.3,0
Appendicitis,1,1-4 years,-0.3247364340752979,Ageing-related,Ageing-related,B.4.3,5.370977761405371e-4
Appendicitis,5,5-9 years,-0.8762392526869768,Ageing-related,Ageing-related,B.4.3,0.001646268398888128
Appendicitis,10,10-14 years,-0.6067556396618577,Ageing-related,Ageing-related,B.4.3,0.003903503405311415
Appendicitis,15,15-19 years,0.6831756008077355,Ageing-related,Ageing-related,B.4.3,0.005020399017710706
Appendicitis,20,20-24 years,-0.01347483897577652,Ageing-related,Ageing-related,B.4.3,0.0041536831946344735
Appendicitis,25,25-29 years,0.08652291531598966,Ageing-related,Ageing-related,B.4.3,0.0031276939824304304
Appendicitis,30,30-34 years,-1.022871599204256,Ageing-related,Ageing-related,B.4.3,0.0025102823487142567
Appendicitis,35,35-39 years,-0.691788891241273,Ageing-related,Ageing-related,B.4.3,0.0021144250312627537
Appendicitis,40,40-44 years,-0.7236508266638711,Ageing-related,Ageing-related,B.4.3,0.0018030715767982204
Appendicitis,45,45-49 years,-0.6670591456293308,Ageing-related,Ageing-related,B.4.3,0.0016170978431005849
Appendicitis,50,50-54 years,-0.7913910720241106,Ageing-related,Ageing-related,B.4.3,0.0014543397824289647
Appendicitis,55,55-59 years,-0.01236865825942413,Ageing-related,Ageing-related,B.4.3,0.0013006575040500033
Appendicitis,60,60-64 years,0.08246025542859867,Ageing-related,Ageing-related,B.4.3,0.0011585601654773043
Appendicitis,65,65-69 years,0.1670080919566131,Ageing-related,Ageing-related,B.4.3,0.0010981756895640724
Appendicitis,70,70-74 years,0.5463050703579201,Ageing-related,Ageing-related,B.4.3,7.845629774602914e-4
Appendicitis,75,75-79 years,1.028190881495637,Ageing-related,Ageing-related,B.4.3,4.0236610488245513e-4
Appendicitis,80,80-84 years,1.313450871841911,Ageing-related,Ageing-related,B.4.3,4.06663706553483e-4
Appendicitis,85,85-89 years,1.479053909958615,Ageing-related,Ageing-related,B.4.3,4.0643791166872765e-4
Appendicitis,90,90-94 years,1.538476200607117,Ageing-related,Ageing-related,B.4.3,3.8202423358084446e-4
Appendicitis,95,95-99 years,1.375294959824336,Ageing-related,Ageing-related,B.4.3,3.459831070548118e-4
